Sample in Buffer	Sample in Window	adc_ch0
117109	117109	20311	
117110	117110	11337	
117111	117111	-359	
117112	117112	-11918	
117113	117113	-20713	
117114	117114	-24807	
117115	117115	-23486	
117116	117116	-17054	
117117	117117	-6986	
117118	117118	4609	
117119	117119	15182	
117120	117120	22574	
117121	117121	24995	
117122	117122	21870	
117123	117123	13858	
117124	117124	2766	
117125	117125	-9080	
117126	117126	-18912	
117127	117127	-24235	
117128	117128	-24306	
117129	117129	-19126	
117130	117130	-9708	
117131	117131	1686	
117132	117132	12710	
117133	117133	21099	
117134	117134	24891	
117135	117135	23182	
117136	117136	16254	
117137	117137	5617	
117138	117138	-6315	
117139	117139	-16794	
117140	117140	-23419	
117141	117141	-24834	
117142	117142	-20880	
117143	117143	-12377	
117144	117144	-1290	
117145	117145	10067	
117146	117146	19308	
117147	117147	24437	
117148	117148	24118	
117149	117149	18269	
117150	117150	8326	
117151	117151	-3350	
117152	117152	-14321	
117153	117153	-22165	
117154	117154	-25006	
117155	117155	-22383	
117156	117156	-14950	
117157	117157	-4164	
117158	117158	7654	
117159	117159	17440	
117160	117160	23657	
117161	117161	24771	
117162	117162	20332	
117163	117163	11234	
117164	117164	-339	
117165	117165	-11910	
117166	117166	-20672	
117167	117167	-24827	
117168	117168	-23514	
117169	117169	-17062	
117170	117170	-7107	
117171	117171	4594	
117172	117172	15196	
117173	117173	22574	
117174	117174	25000	
117175	117175	21947	
117176	117176	13920	
117177	117177	2674	
117178	117178	-9134	
117179	117179	-18750	
117180	117180	-24279	
117181	117181	-24360	
117182	117182	-19121	
117183	117183	-9748	
117184	117184	1763	
117185	117185	12809	
117186	117186	21070	
117187	117187	24895	
117188	117188	23180	
117189	117189	16295	
117190	117190	5634	
117191	117191	-6185	
117192	117192	-16695	
117193	117193	-23360	
117194	117194	-24848	
117195	117195	-20879	
117196	117196	-12316	
117197	117197	-1302	
117198	117198	10260	
117199	117199	19411	
117200	117200	24455	
117201	117201	24152	
117202	117202	18404	
117203	117203	8574	
117204	117204	-3251	
117205	117205	-14365	
117206	117206	-22173	
117207	117207	-25004	
117208	117208	-22364	
117209	117209	-14913	
117210	117210	-4212	
117211	117211	7346	
117212	117212	17479	
117213	117213	23679	
117214	117214	24739	
117215	117215	20326	
117216	117216	11359	
117217	117217	-378	
117218	117218	-11815	
117219	117219	-20616	
117220	117220	-24813	
117221	117221	-23490	
117222	117222	-17011	
117223	117223	-7030	
117224	117224	4617	
117225	117225	15210	
117226	117226	22559	
117227	117227	24995	
117228	117228	21918	
117229	117229	13908	
117230	117230	2697	
117231	117231	-9117	
117232	117232	-18835	
117233	117233	-24249	
117234	117234	-24355	
117235	117235	-19118	
117236	117236	-9675	
117237	117237	1795	
117238	117238	12888	
117239	117239	21033	
117240	117240	24878	
117241	117241	23219	
117242	117242	16355	
117243	117243	5661	
117244	117244	-6207	
117245	117245	-16749	
117246	117246	-23395	
117247	117247	-24836	
117248	117248	-20832	
117249	117249	-12315	
117250	117250	-1204	
117251	117251	10203	
117252	117252	19355	
117253	117253	24434	
117254	117254	24153	
117255	117255	18459	
117256	117256	8566	
117257	117257	-3299	
117258	117258	-14413	
117259	117259	-22157	
117260	117260	-24999	
117261	117261	-22326	
117262	117262	-14801	
117263	117263	-4173	
117264	117264	7491	
117265	117265	17371	
117266	117266	23628	
117267	117267	24756	
117268	117268	20345	
117269	117269	11359	
117270	117270	-234	
117271	117271	-11833	
117272	117272	-20704	
117273	117273	-24810	
117274	117274	-23457	
117275	117275	-17046	
117276	117276	-6946	
117277	117277	4646	
117278	117278	15108	
117279	117279	22468	
117280	117280	25005	
117281	117281	21995	
117282	117282	13888	
117283	117283	2642	
117284	117284	-9162	
117285	117285	-18890	
117286	117286	-24254	
117287	117287	-24375	
117288	117288	-19133	
117289	117289	-9653	
117290	117290	1807	
117291	117291	12605	
117292	117292	21024	
117293	117293	24882	
117294	117294	23242	
117295	117295	16199	
117296	117296	5623	
117297	117297	-6208	
117298	117298	-16635	
117299	117299	-23382	
117300	117300	-24850	
117301	117301	-20841	
117302	117302	-12440	
117303	117303	-1322	
117304	117304	10199	
117305	117305	19325	
117306	117306	24428	
117307	117307	24142	
117308	117308	18484	
117309	117309	8472	
117310	117310	-3253	
117311	117311	-14415	
117312	117312	-22224	
117313	117313	-25002	
117314	117314	-22404	
117315	117315	-14980	
117316	117316	-4139	
117317	117317	7420	
117318	117318	17388	
117319	117319	23657	
117320	117320	24732	
117321	117321	20316	
117322	117322	11225	
117323	117323	-242	
117324	117324	-11843	
117325	117325	-20599	
117326	117326	-24814	
117327	117327	-23474	
117328	117328	-17071	
117329	117329	-7072	
117330	117330	4544	
117331	117331	15169	
117332	117332	22550	
117333	117333	24995	
117334	117334	21943	
117335	117335	13961	
117336	117336	2703	
117337	117337	-9073	
117338	117338	-18799	
117339	117339	-24257	
117340	117340	-24342	
117341	117341	-19094	
117342	117342	-9821	
117343	117343	1646	
117344	117344	12715	
117345	117345	21103	
117346	117346	24884	
117347	117347	23187	
117348	117348	16264	
117349	117349	5703	
117350	117350	-6170	
117351	117351	-16673	
117352	117352	-23344	
117353	117353	-24855	
117354	117354	-20827	
117355	117355	-12402	
117356	117356	-1245	
117357	117357	10127	
117358	117358	19375	
117359	117359	24436	
117360	117360	24141	
117361	117361	18463	
117362	117362	8528	
117363	117363	-3217	
117364	117364	-14276	
117365	117365	-22168	
117366	117366	-25006	
117367	117367	-22336	
117368	117368	-14850	
117369	117369	-4167	
117370	117370	7323	
117371	117371	17394	
117372	117372	23663	
117373	117373	24753	
117374	117374	20336	
117375	117375	11405	
117376	117376	-286	
117377	117377	-11830	
117378	117378	-20612	
117379	117379	-24814	
117380	117380	-23510	
117381	117381	-17001	
117382	117382	-7059	
117383	117383	4636	
117384	117384	15171	
117385	117385	22550	
117386	117386	24997	
117387	117387	21898	
117388	117388	13966	
117389	117389	2716	
117390	117390	-9067	
117391	117391	-18726	
117392	117392	-24256	
117393	117393	-24337	
117394	117394	-19174	
117395	117395	-9737	
117396	117396	1620	
117397	117397	12806	
117398	117398	21105	
117399	117399	24885	
117400	117400	23197	
117401	117401	16309	
117402	117402	5677	
117403	117403	-6175	
117404	117404	-16705	
117405	117405	-23342	
117406	117406	-24843	
117407	117407	-20821	
117408	117408	-12340	
117409	117409	-1278	
117410	117410	10112	
117411	117411	19349	
117412	117412	24415	
117413	117413	24150	
117414	117414	18454	
117415	117415	8600	
117416	117416	-3193	
117417	117417	-14262	
117418	117418	-22177	
117419	117419	-25007	
117420	117420	-22329	
117421	117421	-14847	
117422	117422	-4122	
117423	117423	7329	
117424	117424	17341	
117425	117425	23658	
117426	117426	24762	
117427	117427	20367	
117428	117428	11487	
117429	117429	-334	
117430	117430	-11762	
117431	117431	-20631	
117432	117432	-24804	
117433	117433	-23479	
117434	117434	-17107	
117435	117435	-7010	
117436	117436	4392	
117437	117437	15074	
117438	117438	22492	
117439	117439	24998	
117440	117440	21966	
117441	117441	13955	
117442	117442	2722	
117443	117443	-9102	
117444	117444	-18731	
117445	117445	-24229	
117446	117446	-24386	
117447	117447	-19137	
117448	117448	-9646	
117449	117449	1834	
117450	117450	12806	
117451	117451	21106	
117452	117452	24890	
117453	117453	23218	
117454	117454	16407	
117455	117455	5943	
117456	117456	-6259	
117457	117457	-16717	
117458	117458	-23348	
117459	117459	-24864	
117460	117460	-20902	
117461	117461	-12342	
117462	117462	-1322	
117463	117463	9969	
117464	117464	19315	
117465	117465	24436	
117466	117466	24081	
117467	117467	18321	
117468	117468	8545	
117469	117469	-3190	
117470	117470	-14327	
117471	117471	-22178	
117472	117472	-25013	
117473	117473	-22364	
117474	117474	-14874	
117475	117475	-4123	
117476	117476	7355	
117477	117477	17245	
117478	117478	23599	
117479	117479	24772	
117480	117480	20375	
117481	117481	11508	
117482	117482	-283	
117483	117483	-11795	
117484	117484	-20666	
117485	117485	-24801	
117486	117486	-23525	
117487	117487	-17050	
117488	117488	-7046	
117489	117489	4638	
117490	117490	15109	
117491	117491	22527	
117492	117492	24999	
117493	117493	21947	
117494	117494	13940	
117495	117495	2810	
117496	117496	-8987	
117497	117497	-18821	
117498	117498	-24267	
117499	117499	-24371	
117500	117500	-19179	
117501	117501	-9876	
117502	117502	1610	
117503	117503	12725	
117504	117504	21097	
117505	117505	24899	
117506	117506	23205	
117507	117507	16295	
117508	117508	5638	
117509	117509	-6139	
117510	117510	-16791	
117511	117511	-23383	
117512	117512	-24853	
117513	117513	-20954	
117514	117514	-12396	
117515	117515	-1338	
117516	117516	10177	
117517	117517	19346	
117518	117518	24405	
117519	117519	24184	
117520	117520	18465	
117521	117521	8643	
117522	117522	-3286	
117523	117523	-14303	
117524	117524	-22137	
117525	117525	-25006	
117526	117526	-22340	
117527	117527	-14878	
117528	117528	-4091	
117529	117529	7310	
117530	117530	17357	
117531	117531	23634	
117532	117532	24761	
117533	117533	20330	
117534	117534	11256	
117535	117535	-260	
117536	117536	-11752	
117537	117537	-20546	
117538	117538	-24791	
117539	117539	-23527	
117540	117540	-17045	
117541	117541	-6982	
117542	117542	4500	
117543	117543	15168	
117544	117544	22509	
117545	117545	24986	
117546	117546	21910	
117547	117547	13991	
117548	117548	2694	
117549	117549	-9051	
117550	117550	-18782	
117551	117551	-24240	
117552	117552	-24348	
117553	117553	-19093	
117554	117554	-9845	
117555	117555	1597	
117556	117556	12667	
117557	117557	21038	
117558	117558	24892	
117559	117559	23202	
117560	117560	16361	
117561	117561	5896	
117562	117562	-6224	
117563	117563	-16710	
117564	117564	-23394	
117565	117565	-24859	
117566	117566	-20875	
117567	117567	-12376	
117568	117568	-1193	
117569	117569	10156	
117570	117570	19307	
117571	117571	24429	
117572	117572	24184	
117573	117573	18473	
117574	117574	8644	
117575	117575	-3106	
117576	117576	-14315	
117577	117577	-22099	
117578	117578	-25004	
117579	117579	-22310	
117580	117580	-14893	
117581	117581	-4101	
117582	117582	7311	
117583	117583	17303	
117584	117584	23654	
117585	117585	24744	
117586	117586	20303	
117587	117587	11422	
117588	117588	-152	
117589	117589	-11792	
117590	117590	-20642	
117591	117591	-24791	
117592	117592	-23508	
117593	117593	-17115	
117594	117594	-7084	
117595	117595	4511	
117596	117596	15129	
117597	117597	22456	
117598	117598	25001	
117599	117599	21947	
117600	117600	14016	
117601	117601	2831	
117602	117602	-9096	
117603	117603	-18707	
117604	117604	-24272	
117605	117605	-24377	
117606	117606	-19134	
117607	117607	-9817	
117608	117608	1594	
117609	117609	12711	
117610	117610	21040	
117611	117611	24869	
117612	117612	23206	
117613	117613	16375	
117614	117614	5745	
117615	117615	-6195	
117616	117616	-16686	
117617	117617	-23350	
117618	117618	-24846	
117619	117619	-20855	
117620	117620	-12137	
117621	117621	-1133	
117622	117622	9969	
117623	117623	19194	
117624	117624	24400	
117625	117625	24162	
117626	117626	18423	
117627	117627	8601	
117628	117628	-3252	
117629	117629	-14325	
117630	117630	-22174	
117631	117631	-24999	
117632	117632	-22335	
117633	117633	-14934	
117634	117634	-4147	
117635	117635	7363	
117636	117636	17318	
117637	117637	23626	
117638	117638	24771	
117639	117639	20396	
117640	117640	11419	
117641	117641	-213	
117642	117642	-11811	
117643	117643	-20623	
117644	117644	-24808	
117645	117645	-23529	
117646	117646	-17171	
117647	117647	-7096	
117648	117648	4544	
117649	117649	15147	
117650	117650	22518	
117651	117651	25002	
117652	117652	21947	
117653	117653	13991	
117654	117654	2720	
117655	117655	-9102	
117656	117656	-18689	
117657	117657	-24234	
117658	117658	-24388	
117659	117659	-19147	
117660	117660	-9860	
117661	117661	1687	
117662	117662	12751	
117663	117663	21083	
117664	117664	24887	
117665	117665	23172	
117666	117666	16356	
117667	117667	5800	
117668	117668	-6211	
117669	117669	-16639	
117670	117670	-23356	
117671	117671	-24867	
117672	117672	-20898	
117673	117673	-12385	
117674	117674	-1289	
117675	117675	10194	
117676	117676	19380	
117677	117677	24448	
117678	117678	24191	
117679	117679	18430	
117680	117680	8640	
117681	117681	-3169	
117682	117682	-14272	
117683	117683	-22073	
117684	117684	-25007	
117685	117685	-22399	
117686	117686	-15010	
117687	117687	-4256	
117688	117688	7367	
117689	117689	17378	
117690	117690	23662	
117691	117691	24750	
117692	117692	20308	
117693	117693	11348	
117694	117694	-218	
117695	117695	-11705	
117696	117696	-20598	
117697	117697	-24806	
117698	117698	-23557	
117699	117699	-17108	
117700	117700	-7021	
117701	117701	4548	
117702	117702	15144	
117703	117703	22523	
117704	117704	24997	
117705	117705	21961	
117706	117706	14017	
117707	117707	2801	
117708	117708	-8967	
117709	117709	-18759	
117710	117710	-24223	
117711	117711	-24354	
117712	117712	-19156	
117713	117713	-9949	
117714	117714	1615	
117715	117715	12619	
117716	117716	21047	
117717	117717	24884	
117718	117718	23203	
117719	117719	16297	
117720	117720	5643	
117721	117721	-6218	
117722	117722	-16750	
117723	117723	-23360	
117724	117724	-24864	
117725	117725	-20940	
117726	117726	-12444	
117727	117727	-1199	
117728	117728	10155	
117729	117729	19321	
117730	117730	24427	
117731	117731	24198	
117732	117732	18542	
117733	117733	8834	
117734	117734	-3122	
117735	117735	-14292	
117736	117736	-22117	
117737	117737	-25000	
117738	117738	-22363	
117739	117739	-14841	
117740	117740	-4152	
117741	117741	7366	
117742	117742	17394	
117743	117743	23638	
117744	117744	24750	
117745	117745	20340	
117746	117746	11409	
117747	117747	-145	
117748	117748	-11685	
117749	117749	-20560	
117750	117750	-24799	
117751	117751	-23538	
117752	117752	-17138	
117753	117753	-7140	
117754	117754	4450	
117755	117755	15095	
117756	117756	22511	
117757	117757	24989	
117758	117758	21963	
117759	117759	14027	
117760	117760	2776	
117761	117761	-9014	
117762	117762	-18759	
117763	117763	-24287	
117764	117764	-24339	
117765	117765	-19085	
117766	117766	-9828	
117767	117767	1596	
117768	117768	12680	
117769	117769	21051	
117770	117770	24882	
117771	117771	23264	
117772	117772	16490	
117773	117773	5925	
117774	117774	-6216	
117775	117775	-16710	
117776	117776	-23394	
117777	117777	-24842	
117778	117778	-20883	
117779	117779	-12437	
117780	117780	-1437	
117781	117781	9910	
117782	117782	19308	
117783	117783	24396	
117784	117784	24169	
117785	117785	18533	
117786	117786	8682	
117787	117787	-3125	
117788	117788	-14276	
117789	117789	-22102	
117790	117790	-25004	
117791	117791	-22393	
117792	117792	-14895	
117793	117793	-4311	
117794	117794	7327	
117795	117795	17264	
117796	117796	23635	
117797	117797	24760	
117798	117798	20325	
117799	117799	11390	
117800	117800	-232	
117801	117801	-11675	
117802	117802	-20602	
117803	117803	-24807	
117804	117804	-23533	
117805	117805	-17117	
117806	117806	-7179	
117807	117807	4445	
117808	117808	15018	
117809	117809	22493	
117810	117810	24999	
117811	117811	21978	
117812	117812	13935	
117813	117813	2871	
117814	117814	-8958	
117815	117815	-18804	
117816	117816	-24239	
117817	117817	-24388	
117818	117818	-19190	
117819	117819	-9857	
117820	117820	1607	
117821	117821	12684	
117822	117822	21081	
117823	117823	24890	
117824	117824	23192	
117825	117825	16369	
117826	117826	5659	
117827	117827	-6216	
117828	117828	-16659	
117829	117829	-23317	
117830	117830	-24859	
117831	117831	-20924	
117832	117832	-12378	
117833	117833	-1338	
117834	117834	10016	
117835	117835	19261	
117836	117836	24419	
117837	117837	24178	
117838	117838	18440	
117839	117839	8587	
117840	117840	-3193	
117841	117841	-14261	
117842	117842	-22152	
117843	117843	-24999	
117844	117844	-22363	
117845	117845	-14937	
117846	117846	-4213	
117847	117847	7277	
117848	117848	17338	
117849	117849	23614	
117850	117850	24752	
117851	117851	20373	
117852	117852	11353	
117853	117853	-256	
117854	117854	-11717	
117855	117855	-20547	
117856	117856	-24804	
117857	117857	-23552	
117858	117858	-17221	
117859	117859	-7184	
117860	117860	4407	
117861	117861	15041	
117862	117862	22464	
117863	117863	25006	
117864	117864	22011	
117865	117865	13962	
117866	117866	2849	
117867	117867	-9045	
117868	117868	-18734	
117869	117869	-24258	
117870	117870	-24348	
117871	117871	-19074	
117872	117872	-9808	
117873	117873	1665	
117874	117874	12742	
117875	117875	21068	
117876	117876	24900	
117877	117877	23249	
117878	117878	16433	
117879	117879	5900	
117880	117880	-6152	
117881	117881	-16467	
117882	117882	-23319	
117883	117883	-24862	
117884	117884	-20943	
117885	117885	-12508	
117886	117886	-1360	
117887	117887	10049	
117888	117888	19334	
117889	117889	24412	
117890	117890	24168	
117891	117891	18509	
117892	117892	8663	
117893	117893	-3173	
117894	117894	-14252	
117895	117895	-22153	
117896	117896	-25007	
117897	117897	-22442	
117898	117898	-14993	
117899	117899	-4252	
117900	117900	7587	
117901	117901	17340	
117902	117902	23544	
117903	117903	24780	
117904	117904	20387	
117905	117905	11529	
117906	117906	35	
117907	117907	-11494	
117908	117908	-20558	
117909	117909	-24801	
117910	117910	-23571	
117911	117911	-17078	
117912	117912	-6962	
117913	117913	4785	
117914	117914	15193	
117915	117915	22463	
117916	117916	24994	
117917	117917	21939	
117918	117918	14352	
117919	117919	3704	
117920	117920	-8881	
117921	117921	-19037	
117922	117922	-24260	
117923	117923	-24497	
117924	117924	-19418	
117925	117925	-9475	
117926	117926	2134	
117927	117927	12829	
117928	117928	20938	
117929	117929	24907	
117930	117930	23147	
117931	117931	16543	
117932	117932	6209	
117933	117933	-6034	
117934	117934	-16800	
117935	117935	-23339	
117936	117936	-24866	
117937	117937	-20919	
117938	117938	-12258	
117939	117939	-1317	
117940	117940	9851	
117941	117941	19144	
117942	117942	24376	
117943	117943	24215	
117944	117944	18667	
117945	117945	8765	
117946	117946	-3216	
117947	117947	-14473	
117948	117948	-22290	
117949	117949	-25007	
117950	117950	-22354	
117951	117951	-14843	
117952	117952	-4172	
117953	117953	7167	
117954	117954	17050	
117955	117955	23522	
117956	117956	24767	
117957	117957	20356	
117958	117958	11450	
117959	117959	-7	
117960	117960	-11719	
117961	117961	-20667	
117962	117962	-24788	
117963	117963	-23576	
117964	117964	-17094	
117965	117965	-6870	
117966	117966	4604	
117967	117967	15051	
117968	117968	22446	
117969	117969	25003	
117970	117970	22056	
117971	117971	14056	
117972	117972	2877	
117973	117973	-9014	
117974	117974	-18701	
117975	117975	-24195	
117976	117976	-24402	
117977	117977	-19227	
117978	117978	-9889	
117979	117979	1435	
117980	117980	12549	
117981	117981	21027	
117982	117982	24880	
117983	117983	23189	
117984	117984	16335	
117985	117985	5764	
117986	117986	-6286	
117987	117987	-16722	
117988	117988	-23373	
117989	117989	-24871	
117990	117990	-20963	
117991	117991	-12530	
117992	117992	-1322	
117993	117993	10024	
117994	117994	19265	
117995	117995	24388	
117996	117996	24245	
117997	117997	18638	
117998	117998	8716	
117999	117999	-3105	
118000	118000	-14393	
118001	118001	-22126	
118002	118002	-25006	
118003	118003	-22333	
118004	118004	-14912	
118005	118005	-4161	
118006	118006	7317	
118007	118007	17265	
118008	118008	23588	
118009	118009	24780	
118010	118010	20368	
118011	118011	11463	
118012	118012	-124	
118013	118013	-11685	
118014	118014	-20533	
118015	118015	-24802	
118016	118016	-23561	
118017	118017	-17309	
118018	118018	-7208	
118019	118019	4354	
118020	118020	15015	
118021	118021	22457	
118022	118022	24996	
118023	118023	21858	
118024	118024	13903	
118025	118025	2815	
118026	118026	-8871	
118027	118027	-18681	
118028	118028	-24246	
118029	118029	-24365	
118030	118030	-19238	
118031	118031	-9874	
118032	118032	1565	
118033	118033	12639	
118034	118034	20976	
118035	118035	24880	
118036	118036	23236	
118037	118037	16446	
118038	118038	5890	
118039	118039	-6112	
118040	118040	-16570	
118041	118041	-23349	
118042	118042	-24870	
118043	118043	-20965	
118044	118044	-12436	
118045	118045	-1410	
118046	118046	10090	
118047	118047	19292	
118048	118048	24400	
118049	118049	24190	
118050	118050	18541	
118051	118051	8711	
118052	118052	-3016	
118053	118053	-14131	
118054	118054	-22079	
118055	118055	-24997	
118056	118056	-22414	
118057	118057	-14970	
118058	118058	-4235	
118059	118059	7383	
118060	118060	17312	
118061	118061	23608	
118062	118062	24775	
118063	118063	20415	
118064	118064	11434	
118065	118065	-147	
118066	118066	-11738	
118067	118067	-20606	
118068	118068	-24794	
118069	118069	-23543	
118070	118070	-17223	
118071	118071	-7209	
118072	118072	4475	
118073	118073	15047	
118074	118074	22464	
118075	118075	25001	
118076	118076	21973	
118077	118077	14018	
118078	118078	2863	
118079	118079	-8932	
118080	118080	-18637	
118081	118081	-24277	
118082	118082	-24329	
118083	118083	-19153	
118084	118084	-9734	
118085	118085	1453	
118086	118086	12555	
118087	118087	21021	
118088	118088	24873	
118089	118089	23262	
118090	118090	16380	
118091	118091	5851	
118092	118092	-6114	
118093	118093	-16579	
118094	118094	-23314	
118095	118095	-24857	
118096	118096	-20911	
118097	118097	-12499	
118098	118098	-1389	
118099	118099	9985	
118100	118100	19268	
118101	118101	24417	
118102	118102	24181	
118103	118103	18559	
118104	118104	8752	
118105	118105	-3124	
118106	118106	-14315	
118107	118107	-22110	
118108	118108	-25005	
118109	118109	-22391	
118110	118110	-14922	
118111	118111	-4325	
118112	118112	7277	
118113	118113	17295	
118114	118114	23586	
118115	118115	24780	
118116	118116	20439	
118117	118117	11416	
118118	118118	-201	
118119	118119	-11747	
118120	118120	-20567	
118121	118121	-24794	
118122	118122	-23525	
118123	118123	-17212	
118124	118124	-7132	
118125	118125	4413	
118126	118126	15078	
118127	118127	22476	
118128	118128	25003	
118129	118129	21988	
118130	118130	13986	
118131	118131	2921	
118132	118132	-8938	
118133	118133	-18720	
118134	118134	-24256	
118135	118135	-24359	
118136	118136	-19214	
118137	118137	-9941	
118138	118138	1498	
118139	118139	12580	
118140	118140	21009	
118141	118141	24871	
118142	118142	23235	
118143	118143	16424	
118144	118144	5750	
118145	118145	-6151	
118146	118146	-16547	
118147	118147	-23340	
118148	118148	-24876	
118149	118149	-20987	
118150	118150	-12445	
118151	118151	-1382	
118152	118152	10002	
118153	118153	19241	
118154	118154	24397	
118155	118155	24178	
118156	118156	18547	
118157	118157	8693	
118158	118158	-3083	
118159	118159	-14258	
118160	118160	-22132	
118161	118161	-25000	
118162	118162	-22437	
118163	118163	-14951	
118164	118164	-4432	
118165	118165	7222	
118166	118166	17292	
118167	118167	23587	
118168	118168	24781	
118169	118169	20435	
118170	118170	11447	
118171	118171	-143	
118172	118172	-11680	
118173	118173	-20538	
118174	118174	-24787	
118175	118175	-23566	
118176	118176	-17235	
118177	118177	-7150	
118178	118178	4457	
118179	118179	15006	
118180	118180	22472	
118181	118181	25001	
118182	118182	22009	
118183	118183	14058	
118184	118184	2848	
118185	118185	-8961	
118186	118186	-18734	
118187	118187	-24234	
118188	118188	-24384	
118189	118189	-19245	
118190	118190	-9858	
118191	118191	1570	
118192	118192	12626	
118193	118193	21036	
118194	118194	24877	
118195	118195	23253	
118196	118196	16342	
118197	118197	5877	
118198	118198	-6103	
118199	118199	-16660	
118200	118200	-23306	
118201	118201	-24868	
118202	118202	-21012	
118203	118203	-12471	
118204	118204	-1411	
118205	118205	9973	
118206	118206	19346	
118207	118207	24370	
118208	118208	24207	
118209	118209	18627	
118210	118210	8602	
118211	118211	-3130	
118212	118212	-14214	
118213	118213	-22023	
118214	118214	-25004	
118215	118215	-22468	
118216	118216	-14934	
118217	118217	-4290	
118218	118218	7216	
118219	118219	17332	
118220	118220	23607	
118221	118221	24769	
118222	118222	20420	
118223	118223	11570	
118224	118224	-127	
118225	118225	-11675	
118226	118226	-20573	
118227	118227	-24778	
118228	118228	-23540	
118229	118229	-17194	
118230	118230	-7130	
118231	118231	4411	
118232	118232	14971	
118233	118233	22437	
118234	118234	25006	
118235	118235	22027	
118236	118236	13962	
118237	118237	2819	
118238	118238	-8962	
118239	118239	-18658	
118240	118240	-24221	
118241	118241	-24377	
118242	118242	-19248	
118243	118243	-9796	
118244	118244	1472	
118245	118245	12628	
118246	118246	21007	
118247	118247	24878	
118248	118248	23322	
118249	118249	16439	
118250	118250	5962	
118251	118251	-6111	
118252	118252	-16590	
118253	118253	-23313	
118254	118254	-24866	
118255	118255	-20954	
118256	118256	-12537	
118257	118257	-1410	
118258	118258	9987	
118259	118259	19236	
118260	118260	24409	
118261	118261	24178	
118262	118262	18576	
118263	118263	8692	
118264	118264	-3130	
118265	118265	-14172	
118266	118266	-22052	
118267	118267	-25007	
118268	118268	-22352	
118269	118269	-14975	
118270	118270	-4358	
118271	118271	7169	
118272	118272	17286	
118273	118273	23589	
118274	118274	24784	
118275	118275	20394	
118276	118276	11403	
118277	118277	-93	
118278	118278	-11600	
118279	118279	-20543	
118280	118280	-24789	
118281	118281	-23575	
118282	118282	-17207	
118283	118283	-7155	
118284	118284	4393	
118285	118285	15044	
118286	118286	22435	
118287	118287	25003	
118288	118288	21986	
118289	118289	14089	
118290	118290	2945	
118291	118291	-8905	
118292	118292	-18743	
118293	118293	-24243	
118294	118294	-24375	
118295	118295	-19200	
118296	118296	-9945	
118297	118297	1502	
118298	118298	12614	
118299	118299	20974	
118300	118300	24871	
118301	118301	23297	
118302	118302	16423	
118303	118303	5767	
118304	118304	-6009	
118305	118305	-16545	
118306	118306	-23322	
118307	118307	-24856	
118308	118308	-21010	
118309	118309	-12508	
118310	118310	-1458	
118311	118311	10009	
118312	118312	19192	
118313	118313	24398	
118314	118314	24168	
118315	118315	18541	
118316	118316	8741	
118317	118317	-3067	
118318	118318	-14206	
118319	118319	-22109	
118320	118320	-24996	
118321	118321	-22390	
118322	118322	-15041	
118323	118323	-4331	
118324	118324	7202	
118325	118325	17205	
118326	118326	23625	
118327	118327	24777	
118328	118328	20405	
118329	118329	11531	
118330	118330	-126	
118331	118331	-11672	
118332	118332	-20523	
118333	118333	-24794	
118334	118334	-23550	
118335	118335	-17187	
118336	118336	-7213	
118337	118337	4342	
118338	118338	14950	
118339	118339	22492	
118340	118340	25004	
118341	118341	22048	
118342	118342	14075	
118343	118343	2918	
118344	118344	-8988	
118345	118345	-18669	
118346	118346	-24199	
118347	118347	-24394	
118348	118348	-19263	
118349	118349	-9871	
118350	118350	1475	
118351	118351	12651	
118352	118352	21006	
118353	118353	24877	
118354	118354	23280	
118355	118355	16514	
118356	118356	5873	
118357	118357	-6066	
118358	118358	-16547	
118359	118359	-23270	
118360	118360	-24863	
118361	118361	-21009	
118362	118362	-12487	
118363	118363	-1335	
118364	118364	9939	
118365	118365	19263	
118366	118366	24386	
118367	118367	24196	
118368	118368	18572	
118369	118369	8826	
118370	118370	-3114	
118371	118371	-14086	
118372	118372	-22059	
118373	118373	-25005	
118374	118374	-22373	
118375	118375	-14995	
118376	118376	-4386	
118377	118377	7273	
118378	118378	17298	
118379	118379	23585	
118380	118380	24781	
118381	118381	20437	
118382	118382	11540	
118383	118383	-155	
118384	118384	-11601	
118385	118385	-20500	
118386	118386	-24791	
118387	118387	-23562	
118388	118388	-17259	
118389	118389	-7229	
118390	118390	4376	
118391	118391	15169	
118392	118392	22473	
118393	118393	24998	
118394	118394	22058	
118395	118395	14143	
118396	118396	3040	
118397	118397	-8807	
118398	118398	-18714	
118399	118399	-24219	
118400	118400	-24401	
118401	118401	-19233	
118402	118402	-9939	
118403	118403	1600	
118404	118404	12704	
118405	118405	20986	
118406	118406	24862	
118407	118407	23331	
118408	118408	16445	
118409	118409	5947	
118410	118410	-6015	
118411	118411	-16548	
118412	118412	-23312	
118413	118413	-24869	
118414	118414	-20935	
118415	118415	-12543	
118416	118416	-1472	
118417	118417	9929	
118418	118418	19297	
118419	118419	24359	
118420	118420	24188	
118421	118421	18680	
118422	118422	8700	
118423	118423	-3064	
118424	118424	-14157	
118425	118425	-22058	
118426	118426	-25004	
118427	118427	-22432	
118428	118428	-14937	
118429	118429	-4346	
118430	118430	7197	
118431	118431	17234	
118432	118432	23556	
118433	118433	24785	
118434	118434	20470	
118435	118435	11494	
118436	118436	3	
118437	118437	-11678	
118438	118438	-20523	
118439	118439	-24786	
118440	118440	-23564	
